data.id,long,lat,status,name,category,category2,essential_flag,chain_flag,corridor,sidewalk_width,histogram_column,image
231,-73.9147453,40.81810749,Occupied,Sportsland,Fashion,Fashion,Non-essential,TRUE,Hub,6,#N/A,
232,-73.91588428,40.81516593,Occupied,Opera House Hotel,Lodging,Lodging,Essential,TRUE,Hub,15,#N/A,
233,-73.9150158,40.81831442,Occupied,Perfumes,Fashion,Fashion,Non-essential,TRUE,Hub,13,#N/A,
234,-73.91476686,40.81808818,Occupied,GNC,Essentials,Essentials,Essential,FALSE,Hub,6,#N/A,
235,-73.91503017,40.81828268,Occupied,Elton Ave. Deli Grocery Inc.,Essentials,Essentials,Essential,TRUE,Hub,13,#N/A,
236,-73.9150418,40.81825287,Occupied,Caribbean Hut Restaurant,Food,Food,Non-essential,TRUE,Hub,13,1,
237,-73.91505488,40.81822406,Occupied,Furniture & Electronics Depot,Home & Hobby,Home,Essential,TRUE,Hub,13,#N/A,
238,-73.91520999,40.81478443,Occupied,Dollar Town Smoke & Candy,Essentials,Essentials,Essential,TRUE,Hub,16,#N/A,
239,-73.91513681,40.81809899,Unoccupied,Vacant,,#N/A,Non-essential,TRUE,Hub,14,#N/A,
240,-73.91503177,40.81785376,Occupied,Feel Beauty,Fashion,Fashion,Non-essential,TRUE,Hub,6,#N/A,
241,-73.91518448,40.81485947,Occupied,DJM. Deli & Grocery Inc.,Essentials,Essentials,Non-essential,TRUE,Hub,15,#N/A,
242,-73.91533721,40.81759277,Occupied,Acelo,Home & Hobby,Home,Non-essential,TRUE,Hub,6,#N/A,
243,-73.91529746,40.81762307,Occupied,Fino,Fashion,Fashion,Non-essential,TRUE,Hub,6,#N/A,
244,-73.91565983,40.8150622,Occupied,The Butcher's Choice Meat Market,Essentials,Essentials,Essential,TRUE,Hub,15,#N/A,
245,-73.91531056,40.81491254,Occupied,Ado 149 Gift Variety Shop,Essentials,Essentials,Essential,TRUE,Hub,15,#N/A,
246,-73.91522649,40.81768638,Occupied,T-Mobile,Home & Hobby,Home,Essential,FALSE,Hub,6,#N/A,
247,-73.91515773,40.81774857,Unoccupied,Vacant,,#N/A,Non-essential,TRUE,Hub,6,#N/A,
248,-73.91560036,40.81503666,Unoccupied,Vacant,,#N/A,Non-essential,TRUE,Hub,15,#N/A,
249,-73.91508992,40.81780506,Unoccupied,Vacant,,#N/A,Non-essential,TRUE,Hub,6,#N/A,
250,-73.91512181,40.81778028,Occupied,Shenin Eyebrow Threading,Body,Body,Non-essential,TRUE,Hub,6,#N/A,
251,-73.91537865,40.81493925,Occupied,Glamour's Barber Shop & Multiservice,Body,Body,Essential,TRUE,Hub,15,#N/A,
252,-73.91551576,40.81500007,Occupied,Star USA Furniture,Home & Hobby,Home,Non-essential,TRUE,Hub,15,#N/A,
253,-73.91548017,40.81779778,Occupied,Iglesia Cristiana Manantial de Vida,Groups,Groups,Non-essential,TRUE,Hub,15,#N/A,
254,-73.91540719,40.81494953,Occupied,Boost Mobile,Home & Hobby,Home,Essential,TRUE,Hub,15,#N/A,
255,-73.91551423,40.81777214,Unoccupied,Vacant,,#N/A,Non-essential,TRUE,Hub,15,#N/A,
256,-73.91543016,40.81496001,Occupied,149 Liquor Store Corp.,Essentials,Essentials,Essential,TRUE,Hub,15,#N/A,
257,-73.91555911,40.81773615,Occupied,Fabulous Beauty Supplies,Fashion,Fashion,Non-essential,TRUE,Hub,15,#N/A,
258,-73.91558938,40.81770886,Occupied,See & See Discount Store,Essentials,Essentials,Essential,TRUE,Hub,15,#N/A,
259,-73.91551839,40.81743437,Occupied,Young Land,Fashion,Fashion,Non-essential,TRUE,Hub,10,#N/A,
260,-73.91571508,40.81760739,Occupied,Modell's Sporting Goods,Home & Hobby,Home,Non-essential,FALSE,Hub,15,#N/A,
261,-73.91561153,40.81736356,Occupied,The Children's Place,Fashion,Fashion,Non-essential,FALSE,Hub,10,#N/A,
262,-73.9158156,40.81752241,Occupied,Xios,Fashion,Fashion,Non-essential,TRUE,Hub,15,#N/A,
263,-73.91566615,40.81731719,Occupied,"Caring Professionals, Inc.",Misc,Misc,Non-essential,TRUE,Hub,10,#N/A,
264,-73.91585817,40.81748349,Occupied,Snipes,Fashion,Fashion,Non-essential,TRUE,Hub,15,#N/A,
265,-73.9158892,40.8174596,Occupied,Elite Nails & Spa,Body,Body,Non-essential,TRUE,Hub,15,#N/A,
266,-73.91567679,40.81730798,Occupied,Xtreme Wireless,Home & Hobby,Home,Essential,TRUE,Hub,10,#N/A,
267,-73.91599394,40.8173733,Occupied,Carter's,Fashion,Fashion,Non-essential,FALSE,Hub,11,#N/A,
268,-73.91570047,40.81728402,Occupied,S&A Super Store,Essentials,Essentials,Essential,TRUE,Hub,10,#N/A,
269,-73.9160489,40.81732624,Occupied,Elevated By O Fresh,Fashion,Fashion,Non-essential,TRUE,Hub,9,#N/A,
270,-73.91573615,40.81725489,Occupied,Planet Fitness,Fitness,Fitness,Non-essential,FALSE,Hub,10,#N/A,
271,-73.91577851,40.81721923,Occupied,Dr. Jays Ladies,Fashion,Fashion,Non-essential,FALSE,Hub,10,#N/A,
272,-73.91582648,40.81717749,Occupied,Kids Foot Locker,Fashion,Fashion,Non-essential,FALSE,Hub,10,#N/A,
273,-73.91626934,40.81713852,Occupied,Metro by T-Mobile,Home & Hobby,Home,Essential,FALSE,Hub,9,#N/A,
274,-73.91588476,40.81712707,Occupied,Jimmy Jazz,Fashion,Fashion,Non-essential,FALSE,Hub,10,#N/A,
275,-73.91632576,40.81709011,Occupied,Ashley Stewart,Fashion,Fashion,Non-essential,FALSE,Hub,9,#N/A,
276,-73.91641588,40.81700993,Occupied,Kids Foot Locker,Fashion,Fashion,Non-essential,FALSE,Hub,9,#N/A,
277,-73.91594815,40.81707295,Occupied,London Boy,Fashion,Fashion,Non-essential,TRUE,Hub,10,#N/A,
278,-73.91645519,40.81697571,Occupied,Boost Mobile,Home & Hobby,Home,Essential,TRUE,Hub,9,#N/A,
279,-73.91607768,40.81695976,Unoccupied,Vacant,,#N/A,Non-essential,TRUE,Hub,10,#N/A,
280,-73.91647722,40.81695767,Occupied,O Fresh,Fashion,Fashion,Non-essential,TRUE,Hub,9,#N/A,
281,-73.91623983,40.8168242,Occupied,House Of Hoops,Fashion,Fashion,Non-essential,FALSE,Hub,10,#N/A,
282,-73.91653164,40.81691416,Occupied,Pretty Girl,Fashion,Fashion,Non-essential,TRUE,Hub,9,#N/A,
283,-73.91629341,40.81677823,Occupied,AT&T,Home & Hobby,Home,Essential,TRUE,Hub,10,#N/A,
284,-73.9166118,40.81684805,Occupied,Portabella,Fashion,Fashion,Non-essential,FALSE,Hub,9,#N/A,
285,-73.91645369,40.81663853,Occupied,Sight â€˜n Style,Fashion,Fashion,Non-essential,TRUE,Hub,10,#N/A,
286,-73.91655361,40.81634736,Occupied,GameStop,Home & Hobby,Home,Non-essential,FALSE,Hub,9,#N/A,
287,-73.91667421,40.81678144,Occupied,T-Mobile,Home & Hobby,Home,Essential,FALSE,Hub,9,#N/A,
288,-73.91671171,40.81675061,Occupied,Danice,Fashion,Fashion,Non-essential,TRUE,Hub,9,#N/A,
289,-73.91626511,40.81632019,Occupied,422 Westchester Farm,Food,Food,Non-essential,TRUE,Hub,9,13,
290,-73.91637325,40.81670534,Occupied,Yvette Jewelers,Fashion,Fashion,Non-essential,TRUE,Hub,10,#N/A,
291,-73.91646827,40.81633953,Occupied,ALC 99 Cent & More,Essentials,Essentials,Essential,TRUE,Hub,9,#N/A,
292,-73.91718096,40.81661036,Occupied,Ink Flow Tattoos,Body,Body,Non-essential,TRUE,Hub,7,#N/A,
293,-73.9166455,40.81635593,Unoccupied,Vacant,,#N/A,Non-essential,TRUE,Hub,9,#N/A,
294,-73.91619134,40.81631124,Occupied,Jay Fish Market,Essentials,Essentials,Non-essential,TRUE,Hub,9,#N/A,
295,-73.91704683,40.81653791,Occupied,$5 Shoe Warehouse,Fashion,Fashion,Non-essential,TRUE,Hub,9,#N/A,
296,-73.91677832,40.81669251,Occupied,Pawn Shop,Home & Hobby,Home,Essential,TRUE,Hub,9,#N/A,
297,-73.91710839,40.81650429,Occupied,Gold Finger,Fashion,Fashion,Non-essential,TRUE,Hub,9,#N/A,
298,-73.91673222,40.81636507,Occupied,Dr. Jays,Fashion,Fashion,Non-essential,FALSE,Hub,9,#N/A,
299,-73.91714946,40.81648006,Occupied,Sprint,Home & Hobby,Home,Essential,TRUE,Hub,9,#N/A,
300,-73.91686481,40.8163629,Occupied,Jerusalem Furniture,Home & Hobby,Home,Non-essential,TRUE,Hub,9,#N/A,
301,-73.91692202,40.81632839,Occupied,Size To Fit,Fashion,Fashion,Non-essential,TRUE,Hub,9,#N/A,
302,-73.9170008,40.81628384,Occupied,Hot Point,Fashion,Fashion,Non-essential,TRUE,Hub,9,#N/A,
303,-73.91721788,40.81644182,Occupied,Man Fix,Fashion,Fashion,Non-essential,TRUE,Hub,9,#N/A,
304,-73.91714111,40.81620403,Occupied,McDonald's,Food,Food,Non-essential,FALSE,Hub,9,14,
305,-73.91726468,40.81641879,Occupied,King Jewelry,Fashion,Fashion,Essential,TRUE,Hub,9,#N/A,
306,-73.91720749,40.81616675,Occupied,Optima Beauty Supply,Fashion,Fashion,Non-essential,TRUE,Hub,9,#N/A,
307,-73.91724764,40.81614327,Occupied,Gallery 2000 Fine Jewelry & Watches,Fashion,Fashion,Non-essential,TRUE,Hub,9,#N/A,
308,-73.91728134,40.81612756,Occupied,Cohen's Fashion Optical,Fashion,Fashion,Non-essential,FALSE,Hub,9,#N/A,
309,-73.91730664,40.81611118,Occupied,Bank Of America ATM,Services,Services,Essential,FALSE,Hub,9,#N/A,
310,-73.91740414,40.81633955,Occupied,Game Express,Home & Hobby,Home,Non-essential,TRUE,Hub,17,#N/A,
311,-73.91745549,40.81631057,Occupied,1800Fix.com,Home & Hobby,Home,Essential,TRUE,Hub,24,#N/A,
312,-73.91769598,40.81582477,Occupied,Ness,Fashion,Fashion,Non-essential,TRUE,Hub,12,#N/A,
313,-73.91811236,40.81595534,Occupied,T&W Unique Fashion Jewelry Inc.,Fashion,Fashion,Non-essential,TRUE,Hub,15,#N/A,
314,-73.91764889,40.81585149,Occupied,U.J. Phone Accessories and Cards,Home & Hobby,Home,Essential,TRUE,Hub,12,#N/A,
315,-73.91772654,40.81580748,Occupied,Affinity Health Plan,Misc,Misc,Non-essential,TRUE,Hub,12,#N/A,
316,-73.91775943,40.81578993,Occupied,Lola,Fashion,Fashion,Non-essential,TRUE,Hub,12,#N/A,
317,-73.91819792,40.81590742,Unoccupied,Vacant,,#N/A,Non-essential,TRUE,Hub,15,#N/A,
318,-73.91779472,40.81576895,Occupied,Queen African Hair Braiding,Body,Body,Non-essential,TRUE,Hub,11,#N/A,
319,-73.91783029,40.81572801,Occupied,Checkers,Food,Food,Non-essential,FALSE,Hub,11,1,
320,-73.91826695,40.8158705,Occupied,Zodiac Jewelry,Fashion,Fashion,Non-essential,TRUE,Hub,15,#N/A,
321,-73.91788315,40.81565299,Occupied,Ness Furniture,Home & Hobby,Home,Non-essential,TRUE,Hub,10,#N/A,
322,-73.91792576,40.81559423,Occupied,99Â¢ Hot Pizza,Food,Food,Non-essential,TRUE,Hub,10,6,
323,-73.91847794,40.81575799,Occupied,At Home,Home & Hobby,Home,Non-essential,TRUE,Hub,15,#N/A,
324,-73.91789758,40.81563333,Occupied,149 Willis Inc.,Food,Food,Non-essential,TRUE,Hub,10,7,
325,-73.91801116,40.81547473,Occupied,Willis Discount,Essentials,Essentials,Essential,TRUE,Hub,10,#N/A,
326,-73.91821237,40.81521909,Occupied,Boca Pharmacy,Essentials,Essentials,Essential,TRUE,Hub,14,#N/A,
327,-73.91823551,40.81518971,Occupied,Shauda Brows Studio,Body,Body,Non-essential,TRUE,Hub,14,#N/A,
328,-73.91851613,40.81537681,Occupied,Texas Chicken & Burger,Food,Food,Non-essential,TRUE,Hub,19,1,
329,-73.91824893,40.81517323,Occupied,Mustafa Grocery & Deli Inc.,Essentials,Essentials,Non-essential,TRUE,Hub,14,#N/A,
330,-73.91826487,40.81515346,Occupied,La Isla Restaurant Cuchifritos,Food,Food,Non-essential,TRUE,Hub,14,8,
331,-73.91855939,40.81571488,Unoccupied,Vacant,,#N/A,Non-essential,TRUE,Hub,15,#N/A,
332,-73.91828665,40.81512156,Occupied,Boost Mobile,Home & Hobby,Home,Essential,TRUE,Hub,14,#N/A,
333,-73.91830566,40.81509731,Unoccupied,Vacant,,#N/A,Non-essential,TRUE,Hub,14,#N/A,
334,-73.91863264,40.81521509,Occupied,Law Offices of Javier A. Solano,Misc,Misc,Non-essential,TRUE,Hub,25,#N/A,
335,-73.91856508,40.8154103,Occupied,Metro by T-Mobile,Home & Hobby,Home,Essential,FALSE,Hub,22,#N/A,
336,-73.91832706,40.81505232,Occupied,Coffee Delight Diner,Food,Food,Non-essential,TRUE,Hub,14,9,
337,-73.91834624,40.81502577,Occupied,The Hub Fashion,Fashion,Fashion,Non-essential,TRUE,Hub,14,#N/A,
338,-73.91835888,40.81500506,Occupied,Sister Professional African Hair Braiding,Body,Body,Non-essential,TRUE,Hub,14,#N/A,
339,-73.91863343,40.81538611,Occupied,Sym Smoke & Grocery Corp.,Essentials,Essentials,Essential,TRUE,Hub,12,#N/A,
340,-73.91839591,40.81495585,Occupied,Antojitos Mi Jacalito,Food,Food,Non-essential,TRUE,Hub,14,10,
341,-73.91874542,40.81532251,Occupied,Sera Security Services LLC,Groups,Groups,Non-essential,TRUE,Hub,12,#N/A,
342,-73.91842003,40.81492488,Occupied,BNV Licensed Care Home Agency ,Misc,Misc,Non-essential,TRUE,Hub,14,#N/A,
343,-73.91890257,40.81522731,Occupied,NuÃ±ez Depot Hardware Store,Home & Hobby,Home,Essential,TRUE,Hub,12,#N/A,
344,-73.91846355,40.81486603,Occupied,Salem Lottery & Candy ,Essentials,Essentials,Non-essential,TRUE,Hub,14,#N/A,
345,-73.91834649,40.81472475,Unoccupied,Vacant,,#N/A,Non-essential,TRUE,Hub,7,#N/A,
346,-73.91825768,40.81477549,Occupied,Botanica Del Carmen,Home & Hobby,Home,Non-essential,TRUE,Hub,7,#N/A,
347,-73.91822576,40.81479339,Occupied,Azteca 3 Unisex,Body,Body,Non-essential,TRUE,Hub,7,#N/A,
348,-73.91811927,40.81485567,Occupied,Sheltering Arms,Groups,Groups,Non-essential,TRUE,Hub,7,#N/A,
349,-73.91799776,40.81516984,Occupied,Fernandez Liquors,Essentials,Essentials,Essential,TRUE,Hub,11,#N/A,
350,-73.91797749,40.81493522,Occupied,Dollar Deals,Essentials,Essentials,Essential,TRUE,Hub,7,#N/A,
351,-73.91805879,40.81506844,Unoccupied,Vacant,,#N/A,Non-essential,TRUE,Hub,10,#N/A,
352,-73.91767484,40.81527519,Unoccupied,Vacant,,#N/A,Non-essential,TRUE,Hub,8,#N/A,
353,-73.91759743,40.8153213,Unoccupied,Vacant,,#N/A,Non-essential,TRUE,Hub,8,#N/A,
354,-73.91787806,40.81499383,Unoccupied,Vacant,,#N/A,Non-essential,TRUE,Hub,7,#N/A,
355,-73.91614355,40.81661205,Unoccupied,Vacant,,#N/A,Non-essential,TRUE,Hub,13,#N/A,
356,-73.91621258,40.81684775,Occupied,Foot Locker,Fashion,Fashion,Non-essential,FALSE,Hub,10,#N/A,
357,-73.91347567,40.8194122,Occupied,Aldi,Essentials,Essentials,Essential,FALSE,Hub,9,#N/A,
358,-73.91400581,40.81917489,Unoccupied,Vacant,,#N/A,Non-essential,TRUE,Hub,14,#N/A,
359,-73.91469294,40.81848156,Occupied,Furniture City Super Store,Home & Hobby,Home,Non-essential,TRUE,Hub,8,#N/A,
360,-73.91498855,40.8183711,Occupied,Mattress World,Home & Hobby,Home,Non-essential,TRUE,Hub,13,#N/A,
361,-73.91532544,40.81793255,Occupied,Palace Gates Furniture,Home & Hobby,Home,Non-essential,TRUE,Hub,6,#N/A,
362,-73.91734916,40.81636913,Occupied,Auntie Anne's,Food,Food,Non-essential,FALSE,Hub,9,15,
363,-73.91814869,40.81593441,Occupied,Cross Way Driving School,Groups,Groups,Non-essential,TRUE,Hub,15,#N/A,
364,-73.91851794,40.81573662,Occupied,The Mall @ 148th Street ,Misc,Misc,Non-essential,TRUE,Hub,15,#N/A,
365,-73.92053526,40.81696051,Occupied,Fraiden & Palen Law Offices ,Misc,Misc,Non-essential,TRUE,Hub,9,#N/A,
366,-73.9178219,40.8163181,Occupied,Salma Eyebrow Threading Salon,Body,Body,Non-essential,TRUE,Hub,13,#N/A,
367,-73.91781281,40.81633891,Unoccupied,Vacant,,#N/A,Non-essential,TRUE,Hub,13,#N/A,
368,-73.91841788,40.8161221,Occupied,Capy,Food,Food,Non-essential,TRUE,Hub,10,8,
369,-73.91845403,40.81613198,Occupied,Persona Eyebrows,Body,Body,Non-essential,TRUE,Hub,10,#N/A,
370,-73.91892288,40.81625268,Occupied,Harlem RBI,Fitness,Fitness,Non-essential,TRUE,Hub,10,#N/A,
371,-73.91976506,40.81633572,Occupied,"Holy Ghost Missionary Temple, Inc.",Groups,Groups,Non-essential,TRUE,Hub,9,#N/A,
372,-73.91970916,40.81593547,Occupied,SCO Family of Services,Groups,Groups,Non-essential,TRUE,Hub,6,#N/A,
373,-73.91908679,40.81573865,Occupied,The Children's Aid Society,Groups,Groups,Non-essential,TRUE,Hub,12,#N/A,
374,-73.91917178,40.81506695,Occupied,Willis Avenue Seventh Day Adventist,Groups,Groups,Non-essential,TRUE,Hub,17,#N/A,
375,-73.91562701,40.81504818,Unoccupied,Vacant,,#N/A,Non-essential,TRUE,Hub,15,#N/A,
376,-73.9157615,40.81543585,Occupied,Dunkin' Donuts,Food,Food,Non-essential,FALSE,Hub,14,11,
377,-73.91691708,40.81737668,Occupied,J&J 99Â¢ & Up,Essentials,Essentials,Essential,TRUE,Hub,5,#N/A,
378,-73.91661712,40.81810979,Occupied,Catholic Charities Community Services,Groups,Groups,Non-essential,TRUE,Hub,10,#N/A,
379,-73.91261297,40.8205582,Occupied,Rali Cleaners,Services,Services,Essential,TRUE,Hub,9,#N/A,
380,-73.91273437,40.82010497,Occupied,Ingenbert Barber Shop,Body,Body,Non-essential,TRUE,Hub,12,#N/A,
381,-73.91342473,40.82032276,Unoccupied,Vacant,,#N/A,Non-essential,TRUE,Hub,8,#N/A,
382,-73.91349634,40.8203421,Occupied,South Bronx Press,Services,Services,Essential,TRUE,Hub,8,#N/A,
383,-73.91378905,40.82048683,Occupied,Greater Eternal Baptist Church,Groups,Groups,Non-essential,TRUE,Hub,4,#N/A,
384,-73.9140989,40.8198971,Occupied,Cedra Healthcare LLC,Essentials,Essentials,Essential,TRUE,Hub,7,#N/A,
385,-73.91470136,40.81902273,Occupied,South Bronx Community Church,Groups,Groups,Non-essential,TRUE,Hub,9,#N/A,
386,-73.91481827,40.81889065,Occupied,Umbrella Hotel,Lodging,Lodging,Essential,TRUE,Hub,9,#N/A,
387,-73.91480774,40.81878132,Occupied,Emascotec Enterprise,Home & Hobby,Home,Essential,TRUE,Hub,9,#N/A,
388,-73.91482191,40.81874945,Occupied,"Darou Salam Islamic Community, Inc.",Groups,Groups,Non-essential,TRUE,Hub,9,#N/A,
389,-73.91484042,40.81870918,Occupied,Togo Hair Braiding & Barber Shop,Body,Body,Non-essential,TRUE,Hub,9,#N/A,
390,-73.9148529,40.81868038,Occupied,Kellyâ€™s Tattoos,Body,Body,Non-essential,TRUE,Hub,9,#N/A,
391,-73.91487009,40.81864189,Occupied,Darusalam Halal Food & Meat Market,Essentials,Essentials,Essential,TRUE,Hub,9,#N/A,
392,-73.91492315,40.81855013,Occupied,A&Z Electronics,Home & Hobby,Home,Non-essential,TRUE,Hub,9,#N/A,
393,-73.91511784,40.81859187,Occupied,El Chicanito,Food,Food,Non-essential,TRUE,Hub,9,16,
394,-73.9152596,40.81848061,Occupied,Amazon Furniture,Home & Hobby,Home,Non-essential,TRUE,Hub,4,#N/A,
395,-73.91496952,40.81790949,Occupied,Burlington Coat Factory,Fashion,Fashion,Non-essential,FALSE,Hub,6,#N/A,
396,-73.91808503,40.81597161,Occupied,Wesam Newsstand ,Essentials,Essentials,Essential,TRUE,Hub,15,#N/A,
397,-73.9183197,40.81507862,Unoccupied,Vacant,,#N/A,Non-essential,TRUE,Hub,14,#N/A,
398,-73.91638095,40.81470844,Occupied,Public Prep,Groups,Groups,Non-essential,TRUE,Hub,10,#N/A,
399,-73.91655959,40.81476758,Occupied,"New York Child Resource Center, Inc.",Groups,Groups,Non-essential,TRUE,Hub,10,#N/A,
400,-73.91650033,40.81593846,Occupied,Jewish Child Care Associates,Groups,Groups,Non-essential,TRUE,Hub,11,#N/A,
401,-73.91384526,40.81832552,Occupied,Visiting Nurse Service of New York,Misc,Misc,Non-essential,TRUE,Hub,7,#N/A,
402,-73.91449681,40.81900695,Occupied,Darou Salam I.C.,Groups,Groups,Non-essential,TRUE,Hub,12,#N/A,
403,-73.91708409,40.81651699,Occupied,Fatima Hair Braiding & Extensions,Body,Body,Non-essential,TRUE,Hub,9,#N/A,
404,-73.92180466,40.81780873,Occupied,"Guardsman Elevator Co., Inc.",Misc,Misc,Non-essential,TRUE,Hub,9,#N/A,
405,-73.9196334,40.81724597,Occupied,Pacheco Auto Services,Auto,Auto,Essential,TRUE,Hub,9,#N/A,
406,-73.91984929,40.81615626,Occupied,Cardinal McCloskey Community Services,Groups,Groups,Non-essential,TRUE,Hub,9,#N/A,
407,-73.91880486,40.81622403,Unoccupied,Vacant,,#N/A,Non-essential,TRUE,Hub,10,#N/A,
408,-73.9157552,40.81510465,Occupied,Nanaâ€™s ABC Group Family Daycare,Services,Services,Non-essential,TRUE,Hub,15,#N/A,
409,-73.9145667,40.81888291,Unoccupied,Vacant,,#N/A,Non-essential,TRUE,Hub,7,#N/A,
410,-73.91436037,40.81933322,Unoccupied,Vacant,,#N/A,Non-essential,TRUE,Hub,8,#N/A,
411,-73.91988848,40.81607474,Unoccupied,Vacant,,#N/A,Non-essential,TRUE,Hub,9,#N/A,
412,-73.91615064,40.8165839,Unoccupied,Vacant,,#N/A,Non-essential,TRUE,Hub,13,#N/A,
413,-73.9174157,40.81652099,Unoccupied,Vacant,,#N/A,Non-essential,TRUE,Hub,15,#N/A,
414,-73.92246488,40.81769935,Occupied,"Royal Care, Today",Misc,Misc,Non-essential,TRUE,Hub,10,#N/A,
415,-73.92244,40.81769277,Occupied,Emerest ,Misc,Misc,Non-essential,TRUE,Hub,10,#N/A,
416,-73.92027712,40.81693782,Unoccupied,Vacant,,#N/A,Non-essential,TRUE,Hub,9,#N/A,
417,-73.91792832,40.81628783,Occupied,BB Juice Bar,Food,Food,Non-essential,TRUE,Hub,12,5,
418,-73.91383312,40.81971235,Occupied,Bryan Sarita Barber Shop ,Body,Body,Non-essential,TRUE,Hub,9,#N/A,
419,-73.91486371,40.8180001,Unoccupied,Vacant,,#N/A,Non-essential,TRUE,Hub,6,#N/A,
420,-73.91510056,40.81776717,Occupied,Nail Glam Studio,Body,Body,Non-essential,TRUE,Hub,6,#N/A,
421,-73.92006277,40.81650176,Occupied,EMC Pregnancy Center,Groups,Groups,Non-essential,TRUE,Hub,9,#N/A,
422,-73.91614826,40.81527097,Occupied,Bronx Connect ,Groups,Groups,Non-essential,TRUE,Hub,15,#N/A,
423,-73.92028093,40.81735814,Unoccupied,Vacant,,#N/A,Non-essential,TRUE,Hub,9,#N/A,
424,-73.91422642,40.81857916,Occupied,La Rubia Furniture,Home & Hobby,Home,Non-essential,TRUE,Hub,11,#N/A,
425,-73.91419006,40.81861691,Occupied,Wholesale Clothing Store,Misc,Misc,Non-essential,TRUE,Hub,11,#N/A,
426,-73.92109249,40.81675676,Occupied,Effort Tax Service,Services,Services,Essential,TRUE,Hub,9,#N/A,
427,-73.92164631,40.81724573,Occupied,Inks About It... Studios,Body,Body,Non-essential,TRUE,Hub,9,#N/A,
428,-73.89091859,40.74702503,Occupied,Baskin-Robbins,Food,Food,Non-essential,FALSE,Jackson,12,6,
429,-73.88361012,40.74778302,Occupied,BiBi's Hair & Nail Salon,Body,Body,Non-essential,TRUE,Jackson,14,#N/A,
430,-73.8898415,40.74689826,Occupied,Abogados Ross & Asmar,Misc,Misc,Non-essential,TRUE,Jackson,15,#N/A,
431,-73.88563867,40.74724925,Occupied,La Esquina del CamarÃ³n Mexicana,Food,Food,Non-essential,TRUE,Jackson,5,4,
432,-73.89156753,40.74826935,Occupied,Bedi Jewelers,Fashion,Fashion,Non-essential,TRUE,Jackson,12,#N/A,
433,-73.88872819,40.74830411,Occupied,Kakatua Agency,Services,Services,Essential,TRUE,Jackson,11,#N/A,
434,-73.88557315,40.74950971,Occupied,La Boina Roja Meat,Essentials,Essentials,Essential,TRUE,Jackson,9,#N/A,
435,-73.88401901,40.74749663,Occupied,La Gata Golida Bakery,Food,Food,Non-essential,TRUE,Jackson,7,1,
436,-73.88507305,40.74936222,Occupied,Jacâ€™s Driving School,Groups,Groups,Non-essential,TRUE,Jackson,9,#N/A,
437,-73.89158379,40.7486522,Occupied,The Weekly Ajkal,Misc,Misc,Non-essential,TRUE,Jackson,12,#N/A,
438,-73.89156006,40.74693538,Occupied,Four Seasons Fashion Uniforms,Fashion,Fashion,Non-essential,TRUE,Jackson,5,#N/A,
439,-73.89157538,40.74700461,Occupied,Candy & Grocery,Essentials,Essentials,Essential,TRUE,Jackson,9,#N/A,
440,-73.89158818,40.74707507,Occupied,Al-Tawakkul,Essentials,Essentials,Essential,TRUE,Jackson,9,#N/A,
441,-73.89160018,40.747141,Occupied,Delhi Heights,Food,Food,Non-essential,TRUE,Jackson,8,2,
442,-73.89137504,40.74714781,Occupied,ABC Wireless NYC,Home & Hobby,Home,Essential,TRUE,Jackson,11,#N/A,
443,-73.89136784,40.74711061,Occupied,Merit Kabob Dumping Palace,Food,Food,Non-essential,TRUE,Jackson,11,2,
444,-73.89135446,40.74704635,Occupied,SAE,Essentials,Essentials,Essential,TRUE,Jackson,11,#N/A,
445,-73.89135006,40.74702398,Occupied,AAA Safest Driving School,Groups,Groups,Non-essential,TRUE,Jackson,11,#N/A,
446,-73.89133763,40.74695733,Occupied,Eyebrows Place,Fashion,Fashion,Non-essential,TRUE,Jackson,12,#N/A,
447,-73.89091441,40.74700449,Occupied,Dunkin' Donuts,Food,Food,Non-essential,FALSE,Jackson,12,7,
448,-73.89087055,40.74700843,Occupied,AT&T,Home & Hobby,Home,Essential,TRUE,Jackson,12,#N/A,
449,-73.89077654,40.7470198,Occupied,Food Junction,Food,Food,Non-essential,TRUE,Jackson,12,8,
450,-73.89073851,40.74702406,Occupied,Friends Corner Cafe,Food,Food,Non-essential,TRUE,Jackson,12,9,
451,-73.89069251,40.74702863,Occupied,Roosevelt Pharmacy & Surgicals,Essentials,Essentials,Essential,TRUE,Jackson,12,#N/A,
452,-73.89065921,40.74703226,Occupied,Convenience Store,Essentials,Essentials,Essential,TRUE,Jackson,12,#N/A,
453,-73.89032641,40.74707264,Occupied,Chase Bank,Services,Services,Essential,FALSE,Jackson,13,#N/A,
454,-73.89024505,40.74708068,Unoccupied,Vacant,,#N/A,Non-essential,TRUE,Jackson,13,#N/A,
455,-73.89009015,40.74709843,Occupied,Delgado Travel,Misc,Misc,Essential,FALSE,Jackson,13,#N/A,
456,-73.88998535,40.74711008,Occupied,Spa Bellagio,Body,Body,Non-essential,TRUE,Jackson,13,#N/A,
457,-73.88989522,40.74712087,Occupied,Khampa Kitchen Inn,Food,Food,Non-essential,TRUE,Jackson,13,2,
458,-73.88993299,40.74711629,Occupied,Aroma Brazil Restaurant,Food,Food,Non-essential,TRUE,Jackson,13,3,
